4 34 27 5	0.0442495222227667 0.024205202312138727
4 34 27 10	0.027395217697771514 0.05960982658959538
4 34 27 13	0.16019692049858594 0.18316473988439305
4 34 27 14	0.06302613526651875 0.06828034682080925
4 34 28 4	0.033649503161698284 0.01625722543352601
4 34 28 13	0.04122374902774177 0.06069364161849711
4 34 29 4	0.04589371980676329 0.02926300578034682
4 34 29 12	0.007054992764109986 0.010115606936416185
4 34 29 13	0.06660460392687881 0.08526011560693642
4 34 30 10	0.006649251959154595 0.013367052023121388
4 34 30 13	0.043661432401378784 0.02745664739884393
4 34 34 4	0.0188911704312115 0.020592485549132948
4 34 34 13	0.02856052413968577 0.07406069364161849
4 34 35 13	0.08849296915261724 0.11054913294797687
4 34 35 14	0.015540600371911803 0.03359826589595376
4 34 37 13	0.08048780487804878 0.0328757225433526
4 36	0.02470059880239521 0.01878612716763006
4 36 3 32	0.0036572357393203636 0.0036127167630057803
4 36 10	0.006858710562414266 0.006502890173410405
4 36 10 30	0.006636098051734479 0.02203757225433526
4 36 10 32	0.0006428341844934109 0.00541907514450867
4 36 16	0.01558572146807441 0.07478323699421965
4 36 16 10	0.002037414335988146 0.007947976878612716
4 36 16 16	0.010417972712662283 0.07839595375722544
4 36 16 30	0.0032594171458866427 0.036127167630057806
4 36 16 32	0.0011925733553686988 0.03251445086705202
4 36 16 36	0.011042571615884334 0.09790462427745665
4 36 16 37	0.028870568837592744 0.05057803468208093
4 36 24 4	0.05450590428837787 0.03251445086705202
4 36 24 13	0.07627118644067797 0.08417630057803469
4 36 30	0.0004267425320056899 0.0032514450867052024
4 36 30 8	0.008390367553865652 0.018063583815028903
4 36 30 10	0.008987148894574935 0.07695086705202313
4 36 30 13	0.030897512778777236 0.0986271676300578
4 36 32 12	0.0076151289275104206 0.0755057803468208
4 36 33 10	0.009505632274241234 0.03468208092485549
4 36 33 13	0.041454059189921524 0.12789017341040462
4 36 34 10	0.007024664377146425 0.03395953757225433
4 36 34 13	0.034409806483728454 0.08020231213872832
4 36 34 14	0.0075111746002488365 0.04154624277456647
4 36 36	0.023896809232858113 0.028901734104046242
4 36 36 16	0.014737864378586962 0.07622832369942197
4 36 36 30	0.00044480687967973906 0.00541907514450867
4 36 38 18	0.00477326968973747 0.0032514450867052024
4 37	0.046357615894039736 0.009031791907514452
4 37 16	0.01923683380637023 0.015895953757225433
4 37 16 32	0.00326938136256852 0.007586705202312138
4 37 16 36	0.030497221877052526 0.04732658959537572
4 37 17	0.04587603709126403 0.020953757225433526
4 37 24 4	0.08070997990622907 0.02023121387283237
4 37 24 13	0.12895114942528735 0.06791907514450866
4 37 24 14	0.022188905547226388 0.015895953757225433
4 37 25 13	0.12430939226519337 0.01842485549132948
4 37 32 12	0.013577657578099128 0.030346820809248554
4 37 33 13	0.06971514242878561 0.06286127167630058
4 37 34 5	0.02944640753828033 0.006864161849710983
4 37 36	0.031092436974789917 0.011199421965317919
4 39 19	0.007111251580278129 0.012644508670520232
4 39 19 30	0.0019549020089999264 0.017341040462427744
4 39 19 36	0.007949025298088448 0.039739884393063585
4 39 19 37	0.008691685882978993 0.024566473988439308
4 39 25 13	0.027426160337552744 0.0025289017341040463
5	0.03698435277382646 0.00939306358381503
5 3 32 37	0.029045643153526972 0.0018063583815028901
5 10	0.01090909090909091 0.000722543352601156
5 10 30	0.022176731490958716 0.010115606936416185
5 10 36	0.02384020618556701 0.012283236994219654
5 12	0.002657218777679362 0.001083815028901734
5 12 16 16	0.008272276057669581 0.004335260115606936
5 12 17 37	0.012637362637362638 0.005780346820809248
5 12 32	0.003429709396666175 0.007586705202312138
5 12 32 12	0.0010525610457487143 0.023121387283236993
5 12 32 14	0.005755082893788401 0.014812138728323699
5 12 32 37	0.004702084356796968 0.004335260115606936
5 12 34 12	0.002667510624830455 0.00939306358381503
5 12 36	0.006673370509187312 0.008670520231213872
5 14	0.02023608768971332 0.0032514450867052024
5 14 16	0.009550561797752809 0.01083815028901734
5 14 24 12	0.013116057233704292 0.006141618497109827
5 14 30 10	0.01115404115456564 0.028540462427745664
5 14 30 12	0.007905929447085314 0.039378612716763
5 14 32 10	0.005001000200040008 0.014450867052023121
5 14 32 12	0.005464052660074659 0.04046242774566474
5 14 32 13	0.02526002971768202 0.021315028901734104
5 14 32 14	0.005432897930875044 0.014089595375722543
5 14 34 12	0.004735358057642222 0.02565028901734104
5 14 34 14	0.011429974357575427 0.019869942196531792
5 14 36	0.014511873350923483 0.013728323699421965
5 14 37	0.012012012012012012 0.0018063583815028901
5 14 39 19	0.0012797659856483385 0.006141618497109827
5 16	0.02033701336432307 0.01083815028901734
5 16 10 37	0.024199288256227757 0.006141618497109827
5 16 16	0.018937644341801386 0.015534682080924855
5 16 16 16	0.021622760800842994 0.026372832369942197
5 16 25 13	0.0847457627118644 0.024927745664739886
5 16 30	0.005946337926033357 0.011921965317919074
5 16 30 4	0.022989847123351618 0.01300578034682081
5 16 30 13	0.029276366833910928 0.046242774566473986
5 16 32	0.002344236474854401 0.007586705202312138
5 16 32 12	0.003485042363900889 0.05563583815028902
5 16 32 16	0.003018230109863576 0.011560693641618497
5 16 33 13	0.04869739478957916 0.06286127167630058
5 16 34 13	0.04968842243358478 0.04046242774566474
5 16 36	0.025617763953689303 0.031791907514450865
5 16 36 16	0.011183220400059353 0.06105491329479769
5 16 36 37	0.02175618429998431 0.019869942196531792
5 16 37	0.02640166122812222 0.01083815028901734
5 16 39 19	0.0007749894138043991 0.009031791907514452
5 17 32 12	0.0031614126998464457 0.00939306358381503
5 17 37	0.06238964096527369 0.01625722543352601
5 19	0.00997506234413965 0.001445086705202312
5 19 16	0.02433862433862434 0.006864161849710983
5 19 17	0.03298611111111111 0.000361271676300578
5 19 25 4	0.04113924050632911 0.001445086705202312
5 19 32 12	0.021346604023769377 0.02348265895953757
5 19 33 13	0.029424216765453006 0.015173410404624277
5 24 4	0.11722141823444283 0.020592485549132948
5 24 5	0.06692056583242655 0.01083815028901734
5 24 7 13	0.17418289203663848 0.07586705202312138
5 24 9	0.007140816909454442 0.002890173410404624
5 24 10	0.028927563499529633 0.015895953757225433
5 24 10 16	0.015348978178039487 0.025289017341040464
5 24 13	0.17418677859391396 0.07658959537572255
5 24 14	0.03394736842105263 0.01625722543352601
5 24 15 4	0.053541550474065815 0.010476878612716763
5 24 16 13	0.13963963963963963 0.01083815028901734
5 24 27 4	0.12759110978073787 0.022760115606936415
5 24 27 13	0.1643130176258229 0.0755057803468208
5 24 37 13	0.11650485436893204 0.007947976878612716
5 25 4	0.0400558154805877 0.0444364161849711
5 25 4 16	0.006088581162765139 0.0509393063583815
5 25 4 32	0.0008063485980711502 0.009031791907514452
5 25 5	0.00818809517698093 0.01878612716763006
5 25 5 14	0.007466178847953714 0.012283236994219654
5 25 5 16	0.009014913560705365 0.03504335260115607
5 25 5 17	0.01583024587403166 0.0025289017341040463
5 25 5 36	0.03286266599428475 0.016979768786127166
5 25 5 37	0.041951449446146594 0.007586705202312138
5 25 7 4	0.04167546638507568 0.04804913294797688
5 25 7 5	0.01624302805807468 0.020592485549132948
5 25 7 13	0.11394878235991905 0.28359826589595377
5 25 7 14	0.018352677078855614 0.05960982658959538
5 25 8	0.009233154778686213 0.017341040462427744
5 25 8 12	0.002254540835767814 0.010115606936416185
5 25 8 16	0.008263516916174518 0.03504335260115607
5 25 9	0.002601702932828761 0.010115606936416185
5 25 9 12	0.007915362870920442 0.08236994219653179
5 25 9 16	0.009205913732662704 0.014812138728323699
5 25 10	0.012605042016806723 0.05130057803468208
5 25 10 36	0.010681239520586226 0.048771676300578035
5 25 11 12	0.009717427438946427 0.06322254335260116
5 25 12	0.021198830409356724 0.049132947976878616
5 25 13	0.13518719152521969 0.3959537572254335
5 25 13 12	0.0014012647312446106 0.00541907514450867
5 25 13 16	0.014369960284029365 0.08742774566473989
5 25 13 30	0.0005075090626618333 0.005780346820809248
5 25 13 32	0.00022693153650106483 0.009754335260115607
5 25 14	0.009365976754907432 0.053829479768786125
5 25 14 12	0.0016813059161588783 0.022398843930635837
5 25 14 16	0.009272339948424711 0.054190751445086706
5 25 14 19	0.010131059216289024 0.022760115606936415
5 25 15 12	0.010063399416322834 0.07333815028901734
5 25 15 13	0.06914744793956593 0.13583815028901733
5 25 16 12	0.010835913312693499 0.0444364161849711
5 25 16 13	0.04518457258852718 0.0921242774566474
5 25 16 14	0.007039630512514898 0.021315028901734104
5 25 17 12	0.01001001001001001 0.016979768786127166
5 25 17 13	0.05214050493962678 0.07008670520231214
5 25 18 12	0.0065697132679900455 0.035765895953757225
5 25 27 4	0.04291533691393581 0.04263005780346821
5 25 27 10	0.01635896237438654 0.05491329479768786
5 25 27 13	0.12430260658558173 0.2947976878612717
5 25 29 4	0.02089489235964542 0.012283236994219654
5 25 31 10	0.011055379260927423 0.017341040462427744
5 25 35 12	0.012428186188298745 0.013367052023121388
5 25 35 13	0.07949652202716131 0.13945086705202311
5 25 35 14	0.008059142024156602 0.031791907514450865
5 25 36 12	0.01378416588124411 0.01878612716763006
5 25 37 13	0.06435029250132955 0.07767341040462428
5 28 4	0.02889927751806205 0.00939306358381503
5 28 5 14	0.006826296996429322 0.005780346820809248
5 28 5 19	0.00859106529209622 0.014089595375722543
5 28 5 36	0.018867924528301886 0.007586705202312138
5 28 7 13	0.04584304584304584 0.055274566473988436
5 28 8	0.011565468814539447 0.01625722543352601
5 28 9	0.0066956521739130435 0.006864161849710983
5 28 9 4	0.01575492341356674 0.0050578034682080926
5 28 9 12	0.008054902762167502 0.049132947976878616
5 28 9 13	0.08562271062271062 0.030346820809248554
5 28 10	0.011386108947084557 0.030346820809248554
5 28 10 16	0.01195940914294606 0.04985549132947977
5 28 10 36	0.015218751777891563 0.03251445086705202
5 28 12	0.01407035175879397 0.02023121387283237
5 28 12 16	0.007902471931768901 0.026372832369942197
5 28 12 36	0.010390191334051767 0.035765895953757225
5 28 13	0.06549831828642237 0.06791907514450866
5 28 14	0.008991141081581383 0.01842485549132948
5 28 14 16	0.015586226125749338 0.03468208092485549
5 28 14 17	0.012749681257968552 0.004696531791907515
5 28 15 5	0.009229610096063288 0.0050578034682080926
5 28 27 10	0.01289149657053136 0.030346820809248554
5 28 36 10	0.00914470145239376 0.010115606936416185
5 28 36 13	0.033162073797290983 0.01625722543352601
5 29 4	0.035161744022503515 0.0032514450867052024
5 29 12	0.019693654266958426 0.002890173410404624
5 29 13 16	0.01532854539607675 0.007947976878612716
5 29 13 37	0.03046218487394958 0.002167630057803468
5 29 14	0.016666666666666666 0.003973988439306358
5 30 4	0.03358681875792142 0.016618497109826588
5 30 4 36	0.017526839994826026 0.014812138728323699
5 30 5	0.0183389544688027 0.00939306358381503
5 30 5 14	0.013814274750575594 0.00541907514450867
5 30 8	0.008273145108338806 0.010476878612716763
5 30 9	0.011355970317067686 0.0050578034682080926
5 30 10	0.021101006505064888 0.05057803468208093
