9 29 8 36	0.01655997037193799 0.02926300578034682
9 29 9	0.01558098017235755 0.017341040462427744
9 29 9 12	0.008648974859847221 0.10223988439306358
9 29 9 13	0.10352339458230725 0.11163294797687862
9 29 9 14	0.01841603016939688 0.053829479768786125
9 29 9 16	0.015101674641148326 0.029624277456647398
9 29 9 36	0.014520671612849905 0.019147398843930637
9 29 10	0.020392761636014636 0.07658959537572255
9 29 10 16	0.017207174182296912 0.11271676300578035
9 29 11 12	0.009110385839857437 0.0805635838150289
9 29 11 13	0.058429612186327175 0.0559971098265896
9 29 11 18	0.0004077194889915738 0.002167630057803468
9 29 12	0.02111809289369696 0.05166184971098266
9 29 12 16	0.009755189920523112 0.04949421965317919
9 29 12 30	0.002969599355747936 0.02167630057803468
9 29 12 36	0.016676612318491855 0.07803468208092486
9 29 12 37	0.02140365711869781 0.03684971098265896
9 29 13	0.1820518484306914 0.5180635838150289
9 29 13 10	0.0068415600684156004 0.017341040462427744
9 29 13 16	0.016421571185538497 0.1311416184971098
9 29 13 30	0.0008704216964060746 0.017702312138728325
9 29 13 36	0.026262878497591135 0.11705202312138728
9 29 13 37	0.026947002417624207 0.07369942196531792
9 29 14	0.018286518651225287 0.08598265895953758
9 29 14 14	0.004108510395102808 0.024566473988439308
9 29 14 16	0.025252546000550487 0.0921242774566474
9 29 14 19	0.00459792968895627 0.017341040462427744
9 29 14 30	0.00039936819950837774 0.014812138728323699
9 29 14 36	0.019938307932706942 0.058164739884393066
9 29 14 37	0.030752982107355865 0.02348265895953757
9 29 15 4	0.023082021541010772 0.05563583815028902
9 29 15 5	0.012061931836433138 0.03540462427745665
9 29 15 9	0.017334897016785165 0.018063583815028903
9 29 15 10	0.017657527765887946 0.09790462427745665
9 29 15 12	0.009725607228715908 0.10621387283236994
9 29 15 13	0.10334157753295004 0.2586705202312139
9 29 15 14	0.018900766680599375 0.09501445086705203
9 29 16 5	0.012828811863708586 0.01878612716763006
9 29 16 8	0.01067581276266847 0.017702312138728325
9 29 16 12	0.013606133946185605 0.05346820809248555
9 29 16 13	0.07749438092446008 0.13872832369942195
9 29 17 13	0.09255845541864752 0.0968208092485549
9 29 17 14	0.005911281108737768 0.016979768786127166
9 29 27 4	0.025056194276249985 0.06539017341040462
9 29 27 9	0.029016097287508105 0.01842485549132948
9 29 27 10	0.035949769501384995 0.08453757225433527
9 29 27 12	0.014494972694329608 0.03143063583815029
9 29 27 13	0.15374133355496752 0.36921965317919075
9 29 27 14	0.02401712233494519 0.09501445086705203
9 29 29 10	0.021328520222691105 0.04407514450867052
9 29 29 13	0.1110937926197249 0.1217485549132948
9 29 31 10	0.010626690070686465 0.02601156069364162
9 29 35 4	0.03750035139009923 0.04046242774566474
9 29 35 5	0.009263959390862945 0.01842485549132948
9 29 35 10	0.01995917441596734 0.056719653179190754
9 29 35 13	0.11168971351887508 0.22579479768786126
9 29 36 13	0.06717956453964902 0.11705202312138728
9 29 36 14	0.009277329939188233 0.023121387283236993
9 29 37 4	0.028843861740166864 0.012283236994219654
9 29 37 10	0.0157786038826931 0.02384393063583815
9 29 37 13	0.09555912252541467 0.11343930635838151
9 30 7 9	0.047976841009627895 0.015895953757225433
9 30 7 10	0.01542242346840048 0.049132947976878616
9 30 7 13	0.08033812784640083 0.08815028901734104
9 30 8	0.025673476767311517 0.014089595375722543
9 30 10	0.035670817339200446 0.04010115606936416
9 30 10 16	0.01982326079603112 0.05563583815028902
9 30 12 37	0.014744145706851692 0.006864161849710983
9 30 13	0.10610465116279069 0.05960982658959538
9 30 27 10	0.017307435292021205 0.04841040462427745
9 30 27 13	0.07896293375394321 0.09104046242774566
9 30 35 13	0.08475086557278338 0.06683526011560693
9 31 4	0.03014294592914854 0.017341040462427744
9 31 5	0.00459645802352305 0.007947976878612716
9 31 7 13	0.06134787285338081 0.13619942196531792
9 31 8	0.008033440010450003 0.017702312138728325
9 31 9 12	0.007713613715841922 0.04696531791907514
9 31 10	0.012128619781872884 0.04154624277456647
9 31 10 36	0.012196927632796594 0.04841040462427745
9 31 11 5	0.011480042387848817 0.008309248554913294
9 31 11 12	0.008753203697020486 0.05057803468208093
9 31 11 13	0.04448643077980076 0.02781791907514451
9 31 12	0.011298274445357435 0.014089595375722543
9 31 12 32	0.00043193498056292586 0.008309248554913294
9 31 12 36	0.009760018371799288 0.03143063583815029
9 31 12 37	0.007557677008750994 0.007586705202312138
9 31 13	0.1005420054200542 0.13583815028901733
9 31 13 36	0.017292369785324103 0.039378612716763
9 31 13 37	0.017135862913096694 0.022760115606936415
9 31 14	0.008802143130501339 0.029624277456647398
9 31 14 16	0.011776132086924851 0.04190751445086705
9 31 14 36	0.013743546811776197 0.02348265895953757
9 31 15 13	0.08048852266038846 0.10621387283236994
9 31 16 12	0.010374555550143685 0.029985549132947976
9 31 17 4	0.01739850869925435 0.005780346820809248
9 31 18 14	0.004618117229129663 0.0036127167630057803
9 31 27 10	0.016212401533502452 0.05130057803468208
9 31 27 13	0.0635955536554083 0.13908959537572255
9 31 29 13	0.06892612338156892 0.07153179190751445
9 31 35 13	0.08369278310693362 0.09284682080924855
9 32 12	0.03778613985575416 0.02781791907514451
9 33 4	0.020873598763045998 0.010476878612716763
9 33 5	0.015479876160990712 0.008309248554913294
9 33 7 8	0.032595106268976604 0.01625722543352601
9 33 7 9	0.04415253602377444 0.015534682080924855
9 33 7 10	0.027922663633867993 0.02926300578034682
9 33 7 12	0.012029051293690422 0.002890173410404624
9 33 7 13	0.13186877908004005 0.06791907514450866
9 33 8	0.036660309387582114 0.015173410404624277
9 33 9	0.048409703504043125 0.016618497109826588
9 33 9 8	0.024883049666567136 0.018063583815028903
9 33 10	0.028476506881822496 0.024566473988439308
9 33 12	0.009485771342985522 0.004335260115606936
9 33 13	0.17338709677419356 0.06322254335260116
9 33 13 36	0.03635635234613651 0.028179190751445087
9 33 27 13	0.1205379658167554 0.06502890173410404
9 33 27 14	0.028954954179753044 0.034320809248554913
9 33 35 13	0.07945353226676254 0.0509393063583815
9 34 4	0.034606594841658504 0.015534682080924855
9 34 5	0.02760811140972392 0.015895953757225433
9 34 7 9	0.024572364661510915 0.015895953757225433
9 34 7 10	0.019775669746315238 0.04010115606936416
9 34 7 13	0.08540665490601618 0.0968208092485549
9 34 8	0.03408856848609681 0.026372832369942197
9 34 9	0.026837245094267027 0.015534682080924855
9 34 9 5	0.03822242689385218 0.014089595375722543
9 34 9 16	0.015795378056989006 0.015895953757225433
9 34 10	0.0201685731487056 0.03143063583815029
9 34 10 16	0.0239034689646607 0.06141618497109826
9 34 11 12	0.00728112235837329 0.031791907514450865
9 34 12	0.010264832683227263 0.02745664739884393
9 34 13	0.09241877256317689 0.10332369942196531
9 34 13 16	0.014740229407795713 0.0509393063583815
9 34 13 17	0.0129933409127822 0.014812138728323699
9 34 14	0.03919082791312976 0.04407514450867052
9 34 14 14	0.003408542471042471 0.008670520231213872
9 34 14 16	0.02846729708431836 0.04841040462427745
9 34 15 12	0.007455548053117263 0.03251445086705202
9 34 15 14	0.022033793402240515 0.03757225433526012
9 34 16 12	0.0068780140722586765 0.013728323699421965
9 34 27 13	0.09328455709432976 0.09501445086705203
9 34 29 9	0.027642206193581827 0.015895953757225433
9 34 29 13	0.09580838323353294 0.07442196531791907
9 35 4	0.043867707854846116 0.02926300578034682
9 35 4 16	0.00832904884318766 0.039378612716763
9 35 4 30	0.001808637346155543 0.011199421965317919
9 35 4 36	0.012943050577459179 0.024205202312138727
9 35 7 10	0.016300085888195974 0.049132947976878616
9 35 7 13	0.11074277086683953 0.19797687861271676
9 35 8	0.01091497102816332 0.011921965317919074
9 35 8 17	0.018421052631578946 0.0036127167630057803
9 35 9	0.004129664145013339 0.009754335260115607
9 35 9 12	0.010300821645173003 0.058164739884393066
9 35 9 13	0.09846323732400847 0.07514450867052024
9 35 10	0.016100178890876567 0.041184971098265896
9 35 10 16	0.01063136141103142 0.06683526011560693
9 35 10 17	0.00762245641943395 0.015173410404624277
9 35 11 10	0.011572798412873361 0.019869942196531792
9 35 11 12	0.010980416692736032 0.04588150289017341
9 35 11 13	0.047798492661642204 0.028179190751445087
9 35 11 14	0.014057431214706236 0.021315028901734104
9 35 12	0.011986637846335232 0.015534682080924855
9 35 12 37	0.006235277816267147 0.00939306358381503
9 35 13	0.16028130576256955 0.22723988439306358
9 35 13 16	0.01231455444584505 0.056719653179190754
9 35 14	0.00895677179088295 0.03468208092485549
9 35 14 14	0.005726702272404199 0.02023121387283237
9 35 14 16	0.013183171645375084 0.050216763005780346
9 35 14 19	0.0037684280271658107 0.010115606936416185
9 35 15 10	0.01627149589203326 0.06286127167630058
9 35 15 12	0.012597871545656298 0.0708092485549133
9 35 15 13	0.1062560353152159 0.1578757225433526
9 35 16 12	0.01248105909562166 0.03684971098265896
9 35 16 13	0.0749656121045392 0.07442196531791907
9 35 27 13	0.09865440980548894 0.20953757225433525
9 35 29 13	0.11179445127784611 0.07911849710982659
9 35 36 13	0.0591662115419625 0.05166184971098266
9 36	0.017982799061767005 0.0072254335260115606
9 36 7 4	0.03768506056527591 0.010115606936416185
9 36 7 13	0.10384193194291987 0.059248554913294796
9 36 9 12	0.013631406761177753 0.029624277456647398
9 36 9 14	0.007141156867412521 0.008309248554913294
9 36 10 36	0.01756158583525789 0.037210982658959536
9 36 11 12	0.011713933415536375 0.025289017341040464
9 36 12	0.007846829880728186 0.0072254335260115606
9 36 13	0.2065972222222222 0.05960982658959538
9 36 14	0.013258897418004187 0.00939306358381503
9 36 14 36	0.01443954968184043 0.013367052023121388
9 36 15 10	0.011214953271028037 0.013367052023121388
9 36 15 12	0.012271705939966585 0.029985549132947976
9 36 16	0.034215138112325794 0.032153179190751446
9 36 16 12	0.009751693002257337 0.028179190751445087
9 36 16 16	0.017209871024572384 0.03504335260115607
9 36 17 10	0.00902668759811617 0.006502890173410405
9 36 17 36	0.017724782468578795 0.026734104046242775
9 36 17 37	0.020067523993778688 0.02167630057803468
9 36 27 12	0.016421780466724288 0.0050578034682080926
9 36 27 13	0.14595808383233533 0.061777456647398844
9 36 29 9	0.0003458412588621823 0.000722543352601156
9 36 30 8	0.01455604075691412 0.012644508670520232
9 36 30 13	0.05975133214920071 0.0476878612716763
9 36 31 4	0.026755852842809364 0.001445086705202312
9 36 32 4	0.00684931506849315 0.001445086705202312
9 36 33 13	0.07921511627906977 0.06719653179190752
9 36 36	0.028348504551365408 0.016979768786127166
9 36 37	0.009095502779181405 0.0050578034682080926
9 36 37 13	0.12177985948477751 0.014089595375722543
9 37	0.025806451612903226 0.002890173410404624
9 37 4 16	0.033585222502099076 0.006864161849710983
9 37 12	0.02145922746781116 0.001083815028901734
9 37 13	0.11400651465798045 0.011199421965317919
9 37 14	0.02576112412177986 0.0036127167630057803
9 37 29 9	0.06425964546402503 0.01083815028901734
9 37 32 12	0.032194480946123524 0.019869942196531792
9 37 34 13	0.0851472471190781 0.02601156069364162
9 37 36 16	0.045755968169761276 0.019508670520231215
9 38 9 13	0.10606060606060606 0.0036127167630057803
9 38 10 32	0.0002843794434288036 0.001445086705202312
9 38 12	0.010725148071074116 0.006502890173410405
9 38 12 10	0.0016963528413910093 0.000722543352601156
9 38 12 36	0.0072833707712204755 0.02745664739884393
9 38 13	0.1358695652173913 0.005780346820809248
9 38 14 16	0.004813302217036173 0.006141618497109827
9 38 18 12	0.005141181904292211 0.07008670520231214
10	0.05179615705931495 0.044797687861271675
10 3 32 12	0.0019858882960712356 0.016979768786127166
10 3 36	0.015282392026578074 0.008670520231213872
10 10	0.00718954248366013 0.003973988439306358
10 10 16	0.01050420168067227 0.024566473988439308
10 10 24 10	0.009114847073121329 0.02565028901734104
10 10 24 12	0.003 0.005780346820809248
10 10 28 12	0.008781240953391875 0.01842485549132948
10 10 28 13	0.036883547451305426 0.024205202312138727
10 10 30	0.006840855106888361 0.028540462427745664
10 10 30 13	0.04587751568924475 0.13764450867052022
10 10 32	0.0007595232530965179 0.002890173410404624
10 10 32 10	0.0030068899597753794 0.02565028901734104
10 10 32 12	0.0032435219658515355 0.07586705202312138
10 10 32 13	0.022947984568311826 0.050216763005780346
10 10 32 14	0.007206981651704281 0.034320809248554913
10 10 32 16	0.005495996743113041 0.010476878612716763
10 10 33 10	0.006294806784402867 0.01878612716763006
10 10 36	0.01203236290712952 0.03395953757225433
10 10 36 16	0.006023349403113504 0.07658959537572255
10 12	0.0015756302521008404 0.000722543352601156
10 12 16 36	0.027522935779816515 0.0018063583815028901
10 12 30	0.002182004877422667 0.0050578034682080926
10 12 30 10	0.0047977450598218835 0.03070809248554913
10 12 30 12	0.004046297167591983 0.028179190751445087
10 12 30 16	0.002235904082955282 0.011560693641618497
10 12 32	0.00727699530516432 0.021315028901734104
10 12 32 10	0.002857334196486372 0.020953757225433526
10 12 32 12	0.002060749313989187 0.05888728323699422
10 12 32 14	0.0026285932532773165 0.022760115606936415
10 12 32 16	0.012513970940443877 0.025289017341040464
10 12 32 36	0.00897301207309302 0.016618497109826588
10 12 34 12	0.0031525203029160813 0.019147398843930637
10 12 34 14	0.003276062900407688 0.007586705202312138
10 12 36	0.007367172379346944 0.020953757225433526
10 12 36 16	0.00401083528899926 0.05202312138728324
10 12 36 17	0.0019005212858384014 0.006864161849710983
10 12 36 36	0.0076519799219185725 0.028540462427745664
10 12 36 37	0.0044655718813022185 0.009754335260115607
10 12 37	0.011546536039188244 0.00939306358381503
10 12 37 37	0.0030872859949480774 0.0036127167630057803
10 14	0.0070052539404553416 0.001445086705202312
10 14 16 32	0.0006533959692227967 0.0072254335260115606
10 14 30	0.0011868653567189767 0.002890173410404624
10 14 30 12	0.004354297647346322 0.03468208092485549
10 14 30 13	0.028352490421455937 0.03865606936416185
10 14 32 12	0.00294453049205998 0.03540462427745665
10 14 32 13	0.020763723150357995 0.017702312138728325
10 14 32 16	0.004616077460031525 0.00541907514450867
10 14 32 18	0.0006490608900247454 0.0018063583815028901
10 14 33 13	0.01591678155157288 0.02167630057803468
10 14 34 12	0.0035434115284041384 0.027095375722543353
10 14 34 13	0.033751425313568985 0.049132947976878616
10 14 34 14	0.005300476173925133 0.03504335260115607
10 14 36	0.009082062925721699 0.008670520231213872
10 14 39 19	0.001291115893021826 0.004335260115606936
10 16	0.015194204065204267 0.041184971098265896
10 16 3 36	0.009315424610051993 0.012283236994219654
10 16 12 32	0.0035120327029538705 0.034320809248554913
10 16 12 36	0.006823901211447299 0.05166184971098266
10 16 16	0.013119303667728404 0.06358381502890173
10 16 16 16	0.013146549636217437 0.08851156069364162
10 16 16 32	0.0008658791904675747 0.02745664739884393
10 16 16 36	0.017854627562627786 0.11091040462427745
10 16 16 37	0.012471655328798186 0.046242774566473986
10 16 17 37	0.013300110025241084 0.07442196531791907
10 16 20 36	0.0018450184501845018 0.000361271676300578
10 16 23	0.021670606776989756 0.009031791907514452
10 16 24 4	0.015586664742387069 0.04046242774566474
10 16 25 4	0.027560434427186732 0.022760115606936415
10 16 25 9	0.009772861515330505 0.009754335260115607
10 16 28 5	0.0071433831651815305 0.011921965317919074
10 16 28 8	0.02725085966130152 0.035765895953757225
10 16 28 10	0.011432680208520582 0.03829479768786127
10 16 28 12	0.006481828400149869 0.04046242774566474
10 16 28 13	0.046172211953173135 0.07984104046242775
10 16 29 4	0.017569051440155418 0.010115606936416185
10 16 29 9	0.029733424470266577 0.007586705202312138
10 16 30	0.002369573609872336 0.028179190751445087
10 16 30 8	0.014180293501048219 0.03143063583815029
10 16 30 10	0.007668467192065881 0.14089595375722544
10 16 30 12	0.005643198946800092 0.12644508670520233
10 16 30 13	0.042106995884773665 0.24132947976878613
10 16 30 16	0.0036680667466712385 0.08273121387283237
10 16 30 36	0.00635584574576617 0.04804913294797688
10 16 32	0.0012281501747986017 0.03070809248554913
10 16 32 8	0.011877282529774484 0.02781791907514451
10 16 32 10	0.003427609028887968 0.0888728323699422
10 16 32 12	0.0036350718754650227 0.22976878612716764
10 16 32 13	0.016496814237969015 0.13222543352601157
10 16 32 14	0.005939220800728688 0.08995664739884393
10 16 32 16	0.005192278324217623 0.05238439306358381
10 16 32 18	0.0003375245869203403 0.004696531791907515
10 16 32 36	0.002543857751627766 0.033236994219653176
10 16 33 9	0.0133311757823197 0.01625722543352601
10 16 33 10	0.010932433435919438 0.08634393063583815
10 16 33 13	0.03754186580363527 0.2434971098265896
10 16 33 14	0.011971344184000502 0.07658959537572255
10 16 34 8	0.019259365855998464 0.03143063583815029
10 16 34 10	0.009770127324040761 0.0657514450867052
10 16 34 12	0.0056879534013657175 0.08489884393063583
10 16 34 14	0.013546836276452355 0.08815028901734104
10 16 34 16	0.003478972679832191 0.032153179190751446
10 16 36	0.015833854991346614 0.09320809248554913
10 16 36 10	0.0026630398600001903 0.028540462427745664
10 16 36 16	0.008237724242666172 0.19219653179190752
10 16 36 36	0.012450436612907814 0.1119942196531792
10 16 36 37	0.01283448275862069 0.05744219653179191
10 16 37	0.014793645456837859 0.03070809248554913
10 16 37 17	0.005827702702702703 0.028901734104046242
10 16 38 18	0.005951145249463705 0.007586705202312138
10 16 39 19	0.0011205647226646014 0.046242774566473986
10 17	0.009708737864077669 0.0072254335260115606
10 17 16	0.009984152139461173 0.01878612716763006
10 17 16 30	0.0022819637928411535 0.013728323699421965
10 17 23	0.015 0.001083815028901734
10 17 24 13	0.04512683578104139 0.05130057803468208
10 17 30 13	0.05328431589670904 0.15679190751445088
10 17 32 12	0.0035175267125428433 0.08164739884393063
10 17 32 13	0.02234978951396862 0.04407514450867052
10 17 33 10	0.012094630515683148 0.032153179190751446
10 17 34 14	0.015202606161056181 0.03648843930635838
10 17 36	0.012784880489160644 0.028179190751445087
10 17 36 17	0.007375758938610299 0.01625722543352601
10 17 37	0.02236993480761856 0.049132947976878616
10 17 37 16	0.011305311854153266 0.0838150289017341
10 17 37 17	0.006731927245777106 0.02023121387283237
10 17 37 36	0.01598059224459933 0.05563583815028902
10 17 37 37	0.011386543176246254 0.02601156069364162
10 17 39 14	0.009259259259259259 0.0025289017341040463
10 23 16 16	0.0036341611144760752 0.002167630057803468
10 23 36 16	0.000429000429000429 0.000361271676300578
10 24 4	0.036810285451901736 0.03504335260115607
10 24 4 16	0.00983732574325307 0.056719653179190754
10 24 4 36	0.011417106127594594 0.03757225433526012
10 24 7 4	0.042311191992720654 0.03757225433526012
10 24 7 5	0.028837845622119815 0.015895953757225433
10 24 7 10	0.01778432260987766 0.04841040462427745
10 24 8	0.011854236792038637 0.013367052023121388
10 24 9	0.005374169315226813 0.009031791907514452
10 24 9 8	0.009548773637895525 0.015534682080924855
10 24 9 12	0.005204467779030026 0.04552023121387283
10 24 9 36	0.005954068613552594 0.005780346820809248
10 24 10	0.01603883733792171 0.04190751445086705
10 24 10 36	0.013944091877291991 0.04335260115606936
10 24 11 13	0.01386687797147385 0.019869942196531792
10 24 12	0.013125 0.02348265895953757
10 24 12 36	0.006922773413680548 0.03684971098265896
10 24 12 37	0.009786834696339992 0.01842485549132948
10 24 13	0.05630779392338177 0.12861271676300579
10 24 13 16	0.011291745808593691 0.06683526011560693
10 24 14	0.012663036596175762 0.03395953757225433
10 24 27 4	0.03800101705885072 0.03901734104046243
10 24 27 5	0.022239872915011914 0.015534682080924855
10 24 27 10	0.017769425645539207 0.050216763005780346
10 24 27 13	0.05799731713090823 0.14053468208092484
10 24 29 13	0.03715728715728716 0.024566473988439308
10 24 35 10	0.015662506000960155 0.03251445086705202
10 24 36 10	0.011407921774250691 0.026372832369942197
10 25 4	0.02687536916715889 0.022760115606936415
10 25 4 36	0.01588249343205159 0.034320809248554913
10 25 5	0.020801468338941573 0.023121387283236993
10 25 7 13	0.04997953183729671 0.09031791907514451
10 25 8 30	0.0002002848495638241 0.0025289017341040463
10 25 9	0.0036132514910104043 0.008670520231213872
10 25 9 12	0.0046939318096390625 0.041184971098265896
10 25 10	0.01561640066042928 0.036127167630057806
10 25 10 36	0.018845315904139435 0.04046242774566474
10 25 12	0.010570195027542058 0.019869942196531792
10 25 12 34	0.0005152514427040395 0.0025289017341040463
10 25 13	0.05487886494445188 0.08598265895953758
10 25 13 12	0.0014992503748125937 0.0032514450867052024
10 25 13 16	0.014443074221934244 0.05057803468208093
10 25 13 17	0.0072650358653669304 0.016979768786127166
10 25 14	0.011546215407172093 0.028179190751445087
10 25 14 16	0.014300518134715026 0.05346820809248555
10 25 15 10	0.010969559472463912 0.0444364161849711
10 25 15 12	0.00536375055165156 0.025289017341040464
10 25 27 8	0.009832783796514366 0.013367052023121388
10 25 27 10	0.014812599681020734 0.045158959537572256
10 25 27 13	0.04411719304745145 0.09393063583815028
10 25 37 13	0.0182370820668693 0.00939306358381503
10 28 4	0.041473684210526315 0.026734104046242775
10 28 4 16	0.011635071948965167 0.0476878612716763
10 28 7 5	0.020414201183431954 0.017702312138728325
10 28 7 13	0.09104815110401702 0.14342485549132947
10 28 7 14	0.032816519502190084 0.05346820809248555
10 28 8	0.02228009259259259 0.03540462427745665
10 28 8 36	0.020479744344200003 0.036127167630057806
10 28 9 8	0.018246985988921473 0.015173410404624277
10 28 10	0.01806199658286551 0.04949421965317919
10 28 10 36	0.018907370669922173 0.054190751445086706
10 28 11 12	0.00587539007855375 0.031791907514450865
10 28 12	0.013744493392070485 0.032153179190751446
10 28 12 16	0.009614475301831479 0.040823699421965315
10 28 13	0.0914724380318165 0.15354046242774566
10 28 14	0.02419970631424376 0.0444364161849711
10 28 14 16	0.0159985935302391 0.06141618497109826
10 28 14 36	0.023631194399437498 0.03684971098265896
10 28 15 10	0.015876412187606985 0.04588150289017341
10 28 16 10	0.01534975927499292 0.026734104046242775
10 28 27 13	0.08134467099448356 0.14378612716763006
10 28 29 14	0.010541338263436152 0.02203757225433526
10 28 35 13	0.04263087778161544 0.10910404624277456
10 29 4	0.035699630693475586 0.011199421965317919
10 29 7 4	0.04636412802989331 0.014812138728323699
10 29 7 9	0.04622711507600987 0.01083815028901734
10 29 7 10	0.02914518070920697 0.032153179190751446
10 29 7 13	0.15226686575268086 0.05744219653179191
10 29 9	0.028939333598831808 0.0072254335260115606
10 29 10	0.022894408214236158 0.024927745664739886
10 29 13	0.08112913980884641 0.049132947976878616
10 29 35 13	0.05764202519610174 0.055274566473988436
10 30	0.0004126577329887279 0.006502890173410405
10 30 4	0.03358526107831201 0.0805635838150289
10 30 4 16	0.008203039993508385 0.12644508670520233
10 30 4 17	0.007984277115833436 0.018063583815028903
10 30 4 32	0.000616951984210397 0.019508670520231215
10 30 4 36	0.011851616962874513 0.08923410404624277
10 30 4 37	0.012948921285332522 0.03540462427745665
10 30 5	0.009439260802608932 0.036127167630057806
10 30 5 16	0.009726524573489296 0.07658959537572255
10 30 5 30	0.00010547217139686427 0.008309248554913294
10 30 5 36	0.015623992607079152 0.04046242774566474
10 30 7 4	0.03819708369365575 0.08417630057803469
10 30 7 5	0.01578616685983507 0.039739884393063585
10 30 7 8	0.019206327442694526 0.03865606936416185
10 30 7 9	0.017827931098867718 0.02203757225433526
10 30 7 10	0.032928343296796725 0.1546242774566474
10 30 7 12	0.03579117330462863 0.11054913294797687
10 30 7 13	0.11124610527028188 0.4786849710982659
10 30 7 14	0.03213028545456101 0.125
10 30 8	0.012102114932706687 0.04588150289017341
10 30 8 12	0.002676418532656623 0.035765895953757225
10 30 8 14	0.004000862931220459 0.02781791907514451
10 30 8 16	0.011342210412168697 0.10223988439306358
10 30 9	0.009267566292696011 0.021315028901734104
10 30 9 10	0.008907243548766949 0.09284682080924855
10 30 9 12	0.008156027619323382 0.15245664739884393
10 30 9 14	0.011861954043150325 0.07442196531791907
10 30 9 17	0.018331327717609307 0.010476878612716763
10 30 10	0.01536086222709438 0.1694364161849711
10 30 10 12	0.0011152606975293343 0.016979768786127166
10 30 10 16	0.009550876439215554 0.21134393063583815
10 30 10 17	0.005966831289234695 0.04732658959537572
10 30 10 30	0.00028696562138059436 0.05130057803468208
10 30 10 32	0.00044668841452684865 0.03829479768786127
10 30 10 36	0.011545951676143557 0.16040462427745664
10 30 10 37	0.00939510610266184 0.10151734104046242
10 30 11 10	0.006470819157288668 0.06466763005780347
10 30 11 12	0.006213209666176129 0.13439306358381503
10 30 11 13	0.026135192615492558 0.09754335260115607
10 30 12	0.016921020285486144 0.1726878612716763
10 30 12 10	0.0017533606078316774 0.011560693641618497
10 30 12 16	0.007728602683396157 0.16076589595375723
10 30 12 30	0.0010281721933789565 0.04552023121387283
10 30 12 32	0.0004198809708214177 0.04190751445086705
10 30 12 36	0.007836913423916472 0.16871387283236994
10 30 12 37	0.011412315707423668 0.10513005780346821
10 30 13	0.1304859792609902 0.6622109826589595
10 30 13 12	0.0017303398215093445 0.016979768786127166
10 30 13 16	0.013564274854989376 0.22145953757225434
10 30 13 17	0.013202756619513964 0.08742774566473989
10 30 13 36	0.019289374193710875 0.18966763005780346
10 30 13 37	0.019298375610278196 0.11596820809248555
10 30 14	0.015411442448887383 0.12861271676300579
10 30 14 12	0.002060179397307693 0.055274566473988436
10 30 14 14	0.002782259007271282 0.03395953757225433
10 30 14 16	0.01450890800891722 0.15715317919075145
10 30 14 19	0.004198788546255506 0.034320809248554913
10 30 14 36	0.01798313874513988 0.1101878612716763
10 30 14 37	0.014220153836209682 0.04552023121387283
10 30 15 4	0.023656400966183575 0.057803468208092484
10 30 15 10	0.01637121230799576 0.1333092485549133
10 30 15 12	0.009927088831334618 0.14631502890173412
10 30 15 13	0.0906664037555837 0.26697976878612717
10 30 15 18	0.00048582995951417006 0.002890173410404624
10 30 16	0.001596799060274576 0.022398843930635837
10 30 16 4	0.03699587812171664 0.04046242774566474
10 30 16 9	0.009012197778261817 0.015895953757225433
10 30 16 10	0.014010027627135987 0.09248554913294797
10 30 16 12	0.01729134637473714 0.10946531791907514
10 30 16 13	0.07012600685024772 0.20484104046242774
10 30 16 14	0.021696068439863925 0.078757225433526
10 30 16 16	0.0010609734973150875 0.03359826589595376
10 30 16 36	0.002358698474946572 0.0444364161849711
10 30 17 10	0.01528055342044581 0.059248554913294796
10 30 17 12	0.009815572868524143 0.03106936416184971
10 30 17 13	0.06193154427125181 0.12247109826589596
10 30 17 14	0.013959475354535166 0.04154624277456647
10 30 18 10	0.0054165591952540625 0.01300578034682081
10 30 18 12	0.004361204353575425 0.039378612716763
10 30 27 4	0.04369839039660825 0.08309248554913294
10 30 27 8	0.026147418769099044 0.04263005780346821
10 30 27 9	0.01804680214546342 0.02023121387283237
10 30 27 10	0.037256142191322 0.15426300578034682
10 30 27 12	0.024028786566269073 0.07984104046242775
10 30 27 13	0.11564425452758088 0.4877167630057804
10 30 27 14	0.03389224650149342 0.11958092485549134
10 30 28 10	0.009811751283513977 0.020953757225433526
10 30 29 8	0.016792296460002368 0.03395953757225433
10 30 29 10	0.012203900560810246 0.08453757225433527
10 30 29 12	0.008021658477890305 0.03648843930635838
10 30 29 13	0.0495448621452602 0.17232658959537572
10 30 29 14	0.008868552566919789 0.07044797687861272
10 30 30 10	0.008312237881134998 0.052745664739884394
10 30 30 12	0.007292566983578219 0.049132947976878616
10 30 30 13	0.030846025854345323 0.10982658959537572
10 30 31 10	0.008960750244694492 0.08851156069364162
10 30 31 13	0.04831561419239144 0.15173410404624277
10 30 31 14	0.006900458314022349 0.05708092485549133
10 30 32 10	0.006812188690301787 0.019147398843930637
10 30 32 12	0.007512810862453316 0.058164739884393066
10 30 33 12	0.016707616707616706 0.022760115606936415
10 30 35 4	0.028320209973753282 0.05455202312138728
10 30 35 5	0.006710444327277956 0.03106936416184971
10 30 35 10	0.020374800754147375 0.11235549132947976
10 30 35 12	0.01198299188248937 0.06647398843930635
10 30 35 13	0.0731617480107573 0.2843208092485549
10 30 35 14	0.00979236224087794 0.08345375722543352
10 30 36	0.0011265208030841636 0.008670520231213872
